"Events","phoneNumber"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-04-10T01:06:15Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-25T23:59:59Z""}]","64464111653"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-23T23:59:59Z""}]","64464145166"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-05-15T22:57:34Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-07T23:59:59Z""}]","64465163116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-06-12T18:55:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-12T18:55:45Z""}]","64465164531"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-08T23:59:59Z""}]","64533641461"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-08-31T20:07:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-27T22:32:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-27T22:32:59Z""}]","64534363653"
"","64536610360"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-10T23:59:59Z""}]","64541114461"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-15T23:59:59Z""}]","64541161034"
"","64541161444"
"","64541161444"
"","64541161444"
"","64541161444"
"","64541161444"
"","64541164445"
"","64541445116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-02-16T00:24:24Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-17T23:59:59Z""}]","64543136455"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-09-17T02:32:47Z""}]","64544106156"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-29T23:59:59Z""}]","64544561610"
"","64544641511"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-23T23:59:59Z""}]","64561001364"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2015-02-13T10:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2016-10-24T18:06:32Z""}]","64561016441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-11-14T19:24:38Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-03-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-03-08T23:59:59Z""}]","64561056011"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-09-26T20:17:12Z""}]","64561060145"
"","64561316366"
"","64561551163"
"","64561644416"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-07-09T00:09:05Z""}]","64563463101"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-02-08T19:22:47Z""}]","64564031145"
"","64564151060"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-07-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-04T23:59:59Z""}]","64564311610"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-12-15T18:31:59Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-30T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-30T23:59:59Z""}]","64564616110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-02-26T21:56:24Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-01-07T23:59:59Z""}]","64565314310"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-09T23:59:59Z""}]","64566014401"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-05T23:59:59Z""}]","64601011110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-12T01:34:29Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-12T01:34:29Z""}]","64601106064"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-07-02T01:47:09Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-10T23:59:59Z""}]","64601111111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2006-04-02T17:48:20Z""}]","64601111146"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-12-04T17:48:19Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-14T23:59:59Z""}]","64601134644"
"","64601341011"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-12-05T03:42:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-13T23:59:59Z""}]","64601414646"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-05-05T00:24:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-05T00:24:45Z""}]","64601446553"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-07-06T14:20:11Z""}]","64601466116"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-12T23:59:59Z""}]","64601601545"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-05T23:59:59Z""}]","64601616511"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-27T19:10:01Z""}]","64601664104"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-11-29T03:50:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-20T23:59:59Z""}]","64603161151"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-09T23:59:59Z""}]","64603611441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-07-24T21:22:45Z""}]","64604153446"
"","64611003431"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-27T23:59:59Z""}]","64611163613"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-20T23:59:59Z""}]","64611314111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-04T23:59:59Z""}]","64611351654"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-04T23:59:59Z""}]","64611351654"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-30T23:59:59Z""}]","64611461614"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-22T23:59:59Z""}]","64611466161"
"","64611516315"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-01-08T17:43:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-24T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-24T23:59:59Z""}]","64611516610"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-28T19:34:23Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-28T19:34:23Z""}]","64611516611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-08-23T13:14:57Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-01T23:59:59Z""}]","64611641141"
"","64614414161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-01-04T17:35:08Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-21T14:44:19Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-21T14:44:19Z""}]","64615401115"
"","64615641133"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-03-05T16:28:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-23T23:59:59Z""}]","64615651341"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-03-05T16:28:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-23T23:59:59Z""}]","64615651341"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2017-05-04T09:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-09T22:25:03Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-09T22:25:03Z""}]","64616661111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-02T14:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-02T14:25:45Z""}]","64631166141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-02-07T23:26:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","64631634141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-02-07T23:26:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","64631634141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-02-07T23:26:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","64631634141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-02-12T00:00:16Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-15T23:59:59Z""}]","64633111560"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-12-24T20:32:02Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-06-11T23:59:59Z""}]","64634053341"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-13T20:03:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-13T20:03:01Z""}]","64634400146"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-03T23:59:59Z""}]","64641013133"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-29T23:59:59Z""}]","64641106646"
"[{""EventType"":""Ported"",""LastChangedDate"":""2010-07-10T15:57:03Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-16T23:59:59Z""}]","64641111356"
"","64641130466"
"[{""EventType"":""Ported"",""LastChangedDate"":""2006-05-05T23:19:39Z""}]","64641136666"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-03-19T04:11:07Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-03-19T04:11:07Z""}]","64641631615"
"","64643305604"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-11T23:59:59Z""}]","64644106611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-10-10T21:36:14Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-05T23:59:59Z""}]","64644116603"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-10-10T21:36:14Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-05T23:59:59Z""}]","64644116603"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-11-19T16:07:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-19T16:07:01Z""}]","64644140643"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-05-14T23:59:59Z""}]","64644310141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-06-22T00:51:46Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-19T23:59:59Z""}]","64644634014"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-08T23:59:59Z""}]","64645614114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-05-08T21:51:34Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-04-02T23:11:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-04-02T23:11:21Z""}]","64646553111"
"","64651060416"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-09T23:59:59Z""}]","64651461461"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-15T23:59:59Z""}]","64651614161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-09T23:59:59Z""}]","64651660410"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-22T23:59:59Z""}]","64653463130"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-10-21T01:30:15Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-08T23:59:59Z""}]","64654113111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-13T23:59:59Z""}]","64654113111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-07-10T19:40:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-10T16:07:01Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-11T23:59:59Z""}]","64654131115"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-07-23T19:17:07Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-07-23T19:17:07Z""}]","64654134463"
"","64655051565"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-04-30T21:06:03Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-08T23:59:59Z""}]","64656110641"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-11-04T22:59:41Z""}]","64664464361"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-11T23:59:59Z""}]","65011141131"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-08-02T17:52:25Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-17T23:59:59Z""}]","65011144110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-10-20T20:57:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-15T09:31:08Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-20T20:57:00Z""}]","65011414466"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-02T23:59:59Z""}]","65011661546"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-05-15T23:59:59Z""}]","65013544410"
"","65014166113"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-09-29T12:05:30Z""}]","65014401516"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-02-26T02:23:32Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-16T23:56:00Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-13T23:59:59Z""}]","65033616114"
"","65034166415"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-08-30T19:59:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-27T23:59:59Z""}]","65034453135"
"","65036343606"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-07-23T05:13:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-14T23:59:59Z""}]","65041604664"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-23T22:04:01Z""}]","65044604365"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-23T22:04:01Z""}]","65044604365"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-21T23:59:59Z""}]","65045504511"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-11-13T18:55:51Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-06-27T17:40:46Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-27T17:40:46Z""}]","65045651446"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-19T23:59:59Z""}]","65061414166"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-13T23:59:59Z""}]","65061514500"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-03-25T20:46:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-03T23:59:59Z""}]","65061561430"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-10T23:59:59Z""}]","65063011414"
"","65064301455"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-28T00:00:00Z""}]","65064413165"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-01-19T21:44:36Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-15T23:59:59Z""}]","65064610634"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-17T23:59:59Z""}]","65065161510"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-17T23:59:59Z""}]","65065161510"
"","65066106666"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-01T23:59:59Z""}]","65066411511"
"","65101014100"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-07-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-06T23:59:59Z""}]","65101043115"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-08-13T22:55:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-19T23:59:59Z""}]","65101050161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-08-29T00:26:05Z""}]","65101560655"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-27T23:59:59Z""}]","65101640530"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2016-02-15T10:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2016-02-13T23:21:36Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-30T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-30T23:59:59Z""}]","65105635614"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-05-08T16:43:45Z""}]","65141111411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-12-07T00:02:39Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-07-04T17:30:03Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-07-04T17:30:03Z""}]","65141416543"
"","65151016535"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-27T23:59:59Z""}]","65151061604"
"","65151110141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-03-02T19:06:56Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-17T23:59:59Z""}]","65151333041"
"","65151413341"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-12T22:30:24Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-12T22:30:24Z""}]","65151611061"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-29T23:59:59Z""}]","65151664644"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2017-08-11T03:56:11Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-08-11T03:56:11Z""}]","65153340111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-18T02:24:29Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-18T02:24:29Z""}]","65154131101"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-05-19T16:09:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-19T23:59:59Z""}]","65154135301"
"","65154161164"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-18T23:59:59Z""}]","65154465414"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-18T23:59:59Z""}]","65154465414"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-05-09T21:17:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-25T23:59:59Z""}]","65156144664"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-04T23:59:59Z""}]","65156155111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-07-17T17:11:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-18T23:59:59Z""}]","65161111164"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-11-13T19:41:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-04T23:59:59Z""}]","65161144161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-05-29T21:07:36Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-08T23:59:59Z""}]","65164441314"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2018-03-01T10:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-07-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-26T23:59:59Z""}]","65164441460"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-21T11:45:29Z""}]","65166166114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-11-19T22:18:08Z""}]","65311516143"
"","65311655103"
"","65401115111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-26T23:59:59Z""}]","65401165614"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-04T02:36:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-04T02:36:01Z""}]","65403131111"
